Article_Title,PMC_ID,DOI,ACK,ACKNOWLEDGEMENT,FUNDING,FOOTNOTES
Effective cell membrane tension is independent of polyacrylamide substrate stiffness,9887938,na,NA,"The authors would like to thank Alex Winkel and Joy Thompson for AFM measurements of hydrogels, Liz Williams for preparation of hydrogels, and Ewa Paluch, Ruby Peters, and Aki Stubb for discussions.",J.M.H. acknowledges funding from AFOSR (Grant No. FA9550-17-1–0118). S.K.F. acknowledges funding from the Herchel Smith Foundation. U.F.K. was supported by an ERC Consolidator Grant DesignerPores No. 647144. K.F. was supported by the European Research Council (Consolidator Grant 772426) and the Alexander von Humboldt Foundation (Alexander von Humboldt Professorship).,NA
Efficacy and safety of Z-substances in the management of insomnia in older adults: a systematic review for the development of recommendations to reduce potentially inappropriate prescribing,9887772,10.1186/s12877-022-02757-6,NA,The authors want to thank Simone Heß and Dr. Tim Mathes of the University Witten/Herdecke for their assistance in the systematic databank search.,"Funding for this article was provided by a research grant by the Main Association of Austrian Social Security Institutions, Vienna.",NA
Reconsenting paediatric research participants for use of identifying data,9887363,10.1136/medethics-2021-107958,NA,NA,NA,NA
Surgical treatment of a symptomatic os acromiale by arthroscopy-assisted double-button fixation: a case report,9886621,10.1007/s00402-022-04341-4,NA,NA,Open Access funding enabled and organized by Projekt DEAL. There is no funding source.,NA
Less soft tissue release in total knee arthroplasty for anteromedial compared to posteromedial knee osteoarthritis,9886609,10.1007/s00402-021-04260-w,NA,NA,Open Access funding enabled and organized by Projekt DEAL. There is no funding source.,NA
Repeat two-stage exchange arthroplasty for recurrent periprosthetic hip or knee infection: what are the chances for success?,10030533,10.1007/s00402-021-04330-z,NA,NA,Open Access funding enabled and organized by Projekt DEAL. No funding was received.,NA
Two-stage exchange for PJI with co-existing cerclages for fracture: higher rates of early re-infections and difficult to treat microbes,10030532,10.1007/s00402-022-04361-0,NA,NA,Open Access funding enabled and organized by Projekt DEAL. No specific funding was received.,NA
Dual-scale single marker calibration for digital templating of total hip arthroplasty in standing radiographs: a prospective clinical study,10030446,10.1007/s00402-022-04355-y,NA,NA,Open Access funding enabled and organized by Projekt DEAL. No funding was received for conducting this study.,NA
The role of biopsy in diagnosing infection after hip and knee arthroplasty: a meta-analysis,10030426,10.1007/s00402-021-04323-y,NA,NA,Open Access funding enabled and organized by Projekt DEAL. The publication was supported by the German Research Foundation (DFG) and the Open Access Publication Fund of Charité – Universitätsmedizin Berlin. PRO-IMPLANT Foundation.,NA
"Cerebral oxygenation and autoregulation during rewarming on
cardiopulmonary bypass",10026164,10.1177/02676591211064961,NA,NA,NA,NA
"Kinetics of tissue oxygenation index during fast and slow
cardiopulmonary bypass initiation",10026154,10.1177/02676591211068972,NA,NA,NA,NA
"MitraClip® procedure as bridge to left ventricular assist
device: Enable extracorporeal membrane oxygenation weaning and reduce
perioperative risk",10026153,10.1177/02676591211065251,NA,NA,NA,NA
Oral treprostinil improves pulmonary vascular compliance in pulmonary arterial hypertension,10024312,na,NA,"We would like to acknowledge Natalie Patzlaff, PhD (United Therapeutics Corp.) for assistance in drafting and editing this manuscript.",United Therapeutics Corp. funded this study.,NA
Assessment of independent comorbidities and comorbidity measures in predicting healthcare facility-onset Clostridioides difficile infection in Kenya,10022263,na,"We thank Dr. Patrick Opiyo Owili, Senior Lecturer in Public Health at the University of Eastern Africa, Baraton for his support in data analysis and insights regarding comorbidity indices.",NA,NA,NA
Knowledge barriers in a national symptomatic-COVID-19 testing programme,10022193,na,NA,NA,NA,NA
Eligibility for the use of ready-made spectacles among children in a school-based programme in Ghana,10021990,na,"The authors are very grateful to Oliver Martin (Inclusive Business and Philanthropy-Africa) at Essilor for providing them with a large inventory of frames and lenses for the study, the district director of the Ghana Education Service and the head teachers of the various schools for granting permission for the inclusion of their schools in the study.",NA,NA,NA
Tuberculosis care quality in urban Nigeria: A cross-sectional study of adherence to screening and treatment initiation guidelines in multi-cadre networks of private health service providers,10021846,na,"There are many who supported the successful implementation of this research, and for this we are deeply grateful. The McGill International TB Centre of McGill University, Montreal, Quebec, Canada provided SP training manuals and previously deployed data collection instruments, which we referenced and modified for this study. Ms. Mariose Amarikwa and the Qualiquant Services Inc. team were the first data collection firm in Nigeria to have successfully collected data on TB care quality using the SP method and following a complex protocol. Dr. Adebola Lawanson of the Nigeria National TB and Leprosy Control Programme, Dr. Olusola Sokoya of the Lagos State TB and Leprosy Control Programme, and Dr. Ibrahim A. Umar of the Kano State TB and Leprosy Control Promgramme provided support and approval of this study in their respective jurisdictions. Dr. Temitayo Odusote and Rupert Eneogu of the USAID Nigeria’s Office of HIV/AIDS and Tuberculosis, provided programmatic support for the entire SHOPS Plus TB program. Members of the SHOPS Plus program teams in Lagos and Kano provided logistical support and feedback during SP training and data collection. Dr. Sarah Bradley of Abt Associates reviewed the protocol’s data analysis plan and provided valuable comment on the draft manuscript. Maggie Stokes of Abt Associates helped prepare the article submission.",NA,NA,NA
COVID-19 vaccine brand hesitancy and other challenges to vaccination in the Philippines,10021706,na,"We would like to thank Michelle Edillon, Kriselle Abcede, Ryan Molen, and Josef Bondoc for their invaluable support to this project. We provide credit to BioRender.com for the figures illustrated in this paper. Finally, we are grateful to our participants who generously shared their stories with us.",NA,NA,NA
"The impact of a demand-side sanitation and hygiene promotion intervention on sustained behavior change and health in Amhara, Ethiopia: A cluster-randomized trial",10021625,na,"The authors would like to thank our Andilaye study participants, who generously gave their time to participate in our formative work, behavioral trials, and summative assessment surveys. We are grateful for the support we receive from numerous partners at the Democratic Republic of Ethiopia’s Federal Ministry of Health; the Amhara Regional Health Bureau; South Gondar and West Gojjam Zonal Health Departments; and the Bahir Dar Zuria, Farta, and Fogera Woreda Health Offices. We would also like to acknowledge support provided by the Health Extension Workers, Women’s Development Army Leaders, and Health Development Army members from our study kebeles. We thank the cadre of field supervisors and enumerators who captured these data (Yeworkwuha Abay, Mantegbosh Abebe, Selamawit Abebe, Tigist Abebe, Rosa Abesha, Mahider Adamu, Balemlaye Addisu, Adanech Admasu, Tirusew Alayu, Adisalem Arega, Yalemwork Asaye, Destaw Asnakew, Yalemwork Ayanew, Ayalnesh Belay, Asayech Bimrew, Tigist Bitew, Tiruzer Engidaw, Yeserash Gashaw, Natsenat Gebretsadkan, Woyneshet Genetu, Tewodaj Gizachew, Tibeltalech Mihiret, Yehizbalem Minale, Senait Mulualem, Eleni Nebiyu, Elsabet Seyoum, Mulubirhan Shitu, Sewunet Tadesse, Beza Tesfaye, Rahel Tsegaye, Sintayehu Wasihun, and Maritu Yibrie).",NA,NA,NA
Prioritizing public health? Factors affecting the issuance of stay-at-home orders in response to COVID-19 in Africa,10021525,na,NA,NA,NA,NA
National trauma system establishment based on implementation of regional trauma centers improves outcomes of trauma care: A follow-up observational study in South Korea,10021375,na,NA,NA,NA,NA
"Lack of knowledge is the leading key for the growing cervical cancer incidents in Bangladesh: A population based, cross-sectional study",10021366,na,"The authors are grateful to all survey participants for their involvement. Special thanks to Gowranga Kumar Paul, Associate Professor, Department of Statistics, Mawlana Bhashani Science and Technology University for critically revised the manuscript. We would also like to thank Siratul Kubra Shifat, Sumaiya Akter, Salma Aktar, Hedayet Ullah, Md. Tarek Molla, Mst. Mahmuda Khatun and Tapon Chandra Sen for their immense help during data collection.",NA,NA,NA
"Examining pulmonary TB patient management and healthcare workers exposures in two public tertiary care hospitals, Bangladesh",10021262,na,"We would like to thank the study hospitals’ directors and all the study participants for their time and respect. icddr,b acknowledges with gratitude the commitment of CDC to its research efforts. icddr,b is also grateful to the Governments of Bangladesh, Canada, Sweden, and the UK for providing core/unrestricted support.",NA,NA,NA
Overlooked and unaddressed: A narrative review of mental health consequences of child marriages,10021205,na,We would like to thank Ms. Farah Sheibani for her support with referencing and editorial aspects of the manuscript.,NA,NA,NA
"Maternal Childhood Maltreatment History and Child Behavior Problems:
Developmental Patterns and Mediation via Maternal Depressive Symptoms and
Parenting Behavior",10021123,10.1177/10775595221074364,NA,NA,NA,NA
"Tracheal stenting on venovenous ECMO with a dual lumen right
atrium-to-pulmonary artery cannula in a COVID-19 patient with an inferior vena
cava filter",10020850,10.1177/02676591211066805,NA,NA,NA,NA
Medical Biography of Isak Samokovlija: The Famous Bosnian-Herzegovinian Writer,10018996,10.5644/ama2006-124.384,NA,NA,NA,NA
Loneliness in young people: a multilevel exploration of social ecological influences and geographic variation,10017088,na,NA,NA,"This work was supported by the Economic and Social Research Council [ES/T008679/1], the Medical Research Council [MC_UU_00022/1, MC_UU_00022/2, MC_UU_00022/3] and the Chief Scientist Office [SPHSU16, SPHSU17, SPHSU18]. EL is also supported by MRC Skills Development Fellowship Award [MR/S015078/1].",NA
Carriage of vancomycin-resistant Enterococcus faecium in infants following an outbreak in the neonatal intensive care unit: time to clearance of carriage and use of molecular methods to detect colonization,10015260,10.1017/ice.2021.524,NA,None.,NA,NA
A Graph-Based Framework for Multiscale Modeling of Physiological Transport,10013063,10.3389/fnetp.2021.802881,"DM thanks Matthias König, Institute for Theoretical Biology, Humboldt-University Berlin, for the valuable discussions, and Pradip Dutta, Department of Mechanical Engineering, Indian Institute of Science, for offering the computational facility to carry out COMSOL simulations.",NA,NA,NA
Criticality in the Healthy Brain,10013033,10.3389/fnetp.2021.755685,NA,NA,NA,NA
Modeling Tumor Disease and Sepsis by Networks of Adaptively Coupled Phase Oscillators,10013027,10.3389/fnetp.2021.730385,NA,NA,NA,NA
"Circadian Strain, Light Exposure, and Depressive Symptoms in Rural Communities of Southern Brazil ",10013026,10.3389/fnetp.2021.779136,"We are especially grateful to all communities and their leaderships, who were willing to participate and make this study possible. We thank all the researchers who helped with data collection, especially Carlos Augusto Ilgenfritz, Caroline Luísa Quiles, Fabiane Dresch, Francine Harb, Maritani Santos, and Katia Ferreira. We also thank Vania Hirakata and Rogério Boff Borges for statistics consulting.",NA,NA,NA
Overtraining Syndrome as a Complex Systems Phenomenon,10013019,10.3389/fnetp.2021.794392,NA,NA,NA,NA
Characteristics and Influencing Factors of Healthcare Utilization in Post-conflict Primary Care Attendees in Northern Sri Lanka,10012669,10.3389/frhs.2021.719617,"The authors would like to gratefully acknowledge the participants in this research who contributed their time toward the study. The authors would also like to acknowledge Dr. Chesmal Siriwardhana, who passed away in 2016, as the original investigator responsible for conception of the larger COMGAP-S study.",NA,"This publication was supported by the Cooperative Agreement Number GH001654, funded by the Centers for Disease Control and Prevention. This project was also supported by the Northern Ministry of Health, Sri Lanka, and the University of Jaffna. The Funding organization was involved in consultations regarding the validity of the design, and the Northern Ministry of Health and the University of Jaffna were involved in consultations on the design of the study, collection and interpretation of data.",NA
Does Long-Term Post-Bariatric Weight Change Differ Across Antidepressants?,10013150,10.1097/AS9.0000000000000114,NA,NA,NA,"
Disclosure: M.L.M. reports research grants for National Institutes of Health (NIH), Veterans Affairs Health Services Research & Development (VA HSR&D), and National Committee for Quality Assurance and ownership of Amgen stock due to his spouse’s employment. M.L.M. was also supported by a Research Career Scientist award from the Department of Veterans Affairs (RCS 10-391) and by the Center of Innovation to Accelerate Discovery and Practice Transformation (CIN 13-410) at the Durham VA Health Care System. V.A.S. reports research grants from NIH and VA HSR&D. D.E.A. reports research grants from NIH and Patient Centered Outcomes Research Institute outside of the submitted work, and he reports payments for travel from the World Congress for Interventional Therapy for Diabetes and the International Federation for the Surgery of Obesity Latin America Chapter. The remaining authors declare that they have nothing to disclose. This research was funded by the NIH National Institute on Drug Abuse R01 DA040056.
"
The A allele of the rs759853 single nucleotide polymorphism in the AKR1B1 gene confers risk for diabetic kidney disease in patients with type 2 diabetes from a Brazilian population,9991038,10.20945/2359-3997000000432,NA,"This study was supported by the Conselho Nacional de Desenvolvimento Científico e Tecnológico (CNPq), Fundo de Incentivo à Pesquisa e Eventos (Fipe) at Hospital de Clínicas de Porto Alegre (grant number: 2018-0472), Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul (Fapergs) (Edital Fapergs/CNPq Pronex 12/2014: 16-2551-0000476-5), and Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (Capes). D.C. received a scholarship from CNPq, while C.D. and F.M.P. received scholarships from Capes. ",NA,NA
Two cases of subacute thyroiditis after different types of SARS-CoV-2 vaccination,9991036,10.20945/2359-3997000000430,NA,NA,NA,"
Funding: the authors did not receive any funding for the current study.
"
DKA and new-onset type 1 diabetes in Brazilian children and adolescents during the COVID-19 pandemic,9991034,10.20945/2359-3997000000433,NA,"we thank all the pediatric emergency and pediatric endocrinology teams, including the medical staff and residents who provided medical assistance for the patients included in this article.",NA,NA
Inflammatory mediators in polycystic ovary syndrome: the case of interleukin-18,9991032,10.20945/2359-3997000000455,NA,NA,NA,NA
"Association among gestational diabetes mellitus, periodontitis and prematurity: a cross-sectional study",9991029,10.20945/2359-3997000000435,NA,"the authors thank the São Paulo Research Foundation (Fapesp; grant no. 2015/25421-4; grant no. 2018/20626-5) and the Coordination of Superior Level Staff Improvement – Brazil (Capes – Finance Code 001) for supporting this study. It is important to highlight, however, that Fapesp and Capes had no role in study design, data analysis, or manuscript drafting/approval.",NA,NA
Classic and current concepts in adrenal steroidogenesis: a reappraisal,9991025,10.20945/2359-3997000000438,NA,authors have nothing to declare.,NA,NA
Subacute thyroiditis associated with COVID-19 infection: a report of an increasing entity,9991023,10.20945/2359-3997000000446,NA,the authors would like to express thanks to Eszter Székely MD for the aspiration cytology findings and Emese Juhász MD for the ultrasound images.,NA,"
Funding sources: the authors received no financial support for the research, authorship, or publication of this article.
"
Vitamin D: a 14-year retrospective study at a clinical laboratory in Brazil,9991022,10.20945/2359-3997000000427,NA,"we appreciate the support provided from Faculdade Ciências Médicas de Minas Gerais (Belo Horizonte, Minas Gerais, Brazil).",NA,"
Funding statement: this study was funded by the Scientific Initiation Scholarship Program (PROBIC) from Faculdade Ciências Médicas de Minas Gerais (FCMMG).
"
On Measuring Vaccine Effectiveness with Observational Study Designs,9982864,10.5644/ama2006-124.383,NA,NA,NA,NA
Non-interventional Pilot Study Evaluating the Efficacy and Safety of Lysozyme-based Therapy in Patients with Non-infectious Sore Throat,9982862,10.5644/ama2006-124.364,NA,NA,NA,NA
Changes in Attitudes towards Organ Donation among Bosnian Immigrants in Sweden from Gender Perspective,9982860,10.5644/ama2006-124.368,NA,NA,NA,NA
Evaluation of SARS-CoV-2 Antibody Response Post Third Dose COVID-19 mRNA Vaccination at Universitas Indonesia Hospital,9982858,10.5644/ama2006-124.374,NA,NA,NA,NA
"Femoral 3-in-1 Nerve Block for Total Knee Replacement, an Analgesic Approach Not to Be Neglected. Single Center Experience and Literature Review",9982856,10.5644/ama2006-124.365,NA,NA,NA,NA
Researching the Phenomenon of Poor Ovarian Responders and Management Strategies in IVF: A Narrative Review,9982854,10.5644/ama2006-124.379,NA,"We are very appreciative of all the embryologists, clinicians, and scientists at the Department of Physiology of the National and Kapodistrian University of Athens Medical School.",NA,NA
Correlation of Surfactant Protein-D (SP-D) Serum Levels with ARDS Severity and Mortality in Covid-19 Patients in Indonesia,9982852,10.5644/ama2006-124.366,NA,NA,NA,NA
Text Neck Syndrome: Disentangling a New Epidemic,9982850,10.5644/ama2006-124.380,NA,NA,NA,NA
A Giant Polypoid Gastric Heterotopia of the Ileum as a Cause of Intussusception in an Adolescent,9982848,10.5644/ama2006-124.382,NA,NA,NA,NA
"Comparison of Effectiveness between Wycope Video Laryngoscope, C-MAC Video Laryngoscope, and Direct Laryngoscope in Intubation of Elective Surgery Patients",9982846,10.5644/ama2006-124.378,NA,NA,NA,NA
An Examination of the Ethical and Legal Limits in Implementing “Traceback Testing” for Deceased Patients,10009393,na,NA,"The authors would like to acknowledge their funding through NIH grant #: 1U01CA244323-01. The content is solely the responsibility of the authors and does not necessarily represent the official views of the NIH. We are also grateful for the helpful input and support for this work provided by Tia Kauffman, Ana Reyes, Jennifer Sawyer, Aaron Scrol, Sarah Vertrees, and Michelle Wrenn.",NA,NA
INTRODUCTION: What is Health Justice?,10009391,na,NA,NA,NA,NA
Evaluation of delay discounting as a transdiagnostic research domain criteria indicator in 1388 general community adults,10009385,na,NA,NA,NA,NA
A Pandemic Instrument Can Start Turning Collective Problems into Collective Solutions by Governing the Common-Pool Resource of Antimicrobial Effectiveness,10009384,na,NA,"We thank Annie Mackley, Nicolai Stig Hallander Hansen, and Safaa Yaseen for their research assistance, as well as Shajoe Lake and Patrick Fafard for their insights on an earlier version of this manuscript. Parts of this article were written as part of IW’s PhD Dissertation at York University, Toronto. IW thanks Anna Agathangelou, Clare Wenham, and James Orbinski for their insights.",NA,NA
A Pandemic Instrument can Optimize the Regime Complex for AMR by Striking a Balance between Centralization and Decentralization,10009380,na,NA,NA,NA,NA
Governance Processes and Challenges for Reservation of Antimicrobials Exclusively for Human Use and Restriction of Antimicrobial Use in Animals,10009376,na,NA,NA,NA,NA
An Awkward Fit: Antimicrobial Resistance and the Evolution of International Health Politics (1945-2022),10009373,na,NA,NA,NA,NA
"The Social Determinants of Health, Health Disparities, and Health Justice",10009371,na,NA,NA,NA,NA
"It’s Not Irony, it’s Interest Convergence: A CRT Perspective on Racism as Public Health Crisis Statements",10009367,na,NA,NA,NA,NA
Locating Disability Within a Health Justice Framework,10009364,na,NA,NA,NA,NA
"Identifying correlates of salt reduction practices among rural,
middle-aged Muslim Indonesians with hypertension through structural equation
modeling",10009328,na,NA,"We would like to thank each participant who was interviewed for sharing their
experiences. We would also like to express our gratitude to the research assistants,
the community health centers and the district health office. This work is part of a
PhD dissertation submitted to St Luke's International University, Japan.",NA,NA
"Withdrawal: ""Shelf‐life extension of buffalo meat using Farsi gum edible coating containing Shirazi thyme essential oil"", by Elnaz Saffari Samani, Hossein Jooyandeh, Behrooz Alizadeh Behbahani, Food Science & Nutrition, 2022
",10002970,na,NA,NA,NA,NA
Age-related differences in white matter microstructure measured by advanced diffusion MRI in healthy older adults at risk for Alzheimer’s disease,9999444,na,NA,"This work was supported by National Institute on Aging grants K23 AG045957 (OCO), R01 AG062167 (OCO), R01 AG037639 (BBB), R01 AG027161 (SCJ), R01 AG021155 (SCJ), F30 AG059346 (NMV), and P50 AG033514 (SA); and by a Clinical and Translational Science Award (UL1RR025011) to the University of Wisconsin, Madison. NA is partially supported by NIH grants U54HD090256, R01NS092870, R01EB022883, R01AI117924, R01AG027161, RF1AG059312, P50AG033514, R01NS105646, UF1AG051216, R01NS111022, R01NS117568, P01AI132132, R01AI138647, R34DA050258, and R01AG037639. Portions of this research were supported by the Extendicare Foundation, Alzheimer’s Association, Wisconsin Alumni Research Foundation, the Helen Bader Foundation, Northwestern Mutual Foundation, and from the Veterans Administration including facilities and resources at the Geriatric Research Education and Clinical Center of the William S. Middleton Memorial Veterans Hospital, Madison, WI, USA.",NA,NA
Model of brain maintenance reveals specific change-change association between medial-temporal lobe integrity and episodic memory,9999442,na,NA,This work was supported by a scholar grant from the Knut and Alice Wallenberg’s foundation.,NA,NA
Clinical and Sonographic Features of Noninvasive Follicular Thyroid Neoplasm With Papillary-Like Nuclear Features,9997632,na,NA,NA,NA,"
Supported by a fund project of the Shanghai Huangpu District Health and Family Planning Commission (No. HKM201801). The funder(s) conceived of the present idea of the study, but had no role in study design, data analysis, data interpretation or in the decision to submit the manuscript for publication.
"
Oxytocin’s dynamic role across the lifespan,9997153,na,NA,This work was supported the Research Council of Norway (301767) and the Kavli Trust. Fig. 1 was created with BioRender.com.,NA,NA
Efficacy of a modified Double-Ovsynch protocol for the enhancement of reproductive performance in Hanwoo cattle,9996272,na,NA,NA,NA,NA
"Hemagglutination in gill capillaries of sheepshead, Archosargus probatocephalus (Perciformes: Sparidae), infected by a myxosporidean",9901868,10.1590/S1984-29612022001,NA,"This work was supported by Eng. António de Almeida Foundation, Porto, Portugal; CAPES Brazil (funding announcement 45/2014); Alagoas State Research Support Foundation (FAPEAL); Federal University of Alagoas, Brazil; and the Institute of Biomedical Sciences of the University of Porto, Portugal.",NA,NA
"Ectoparasites of Columbina passerina insularis (Columbiformes) in the National Zoological Park, Havana, Cuba",9901865,10.1590/S1984-29612021096,NA,"We are thankful to José Rivera and the Parque Zoológico Nacional, La Habana, Cuba, for access to the samples, and Juliana Vianna who reviewed the Portuguese “Resumo”, and Diane Haughney who reviewed the English text.",NA,NA
"Prevalence and risk factors of Eimeria spp. natural infection in sheep from northern Paraná, Brazil",9901863,10.1590/S1984-29612022004,NA,NA,NA,NA
