Article_Title,PMC_ID,DOI,ACK,ACKNOWLEDGEMENT,FUNDING,FOOTNOTES
Styloid Process Length Variations: An Osteological Study,9982865,10.5644/ama2006-124.369,NA,We thank all those who donated their bodies for scientific purposes and made it possible to make the presented anatomical research.,NA,NA
A Case of Neglected Frontal Sinusitis Led to Frontal Sinus Empyema with Ocular Complications,9982863,10.5644/ama2006-124.373,NA,NA,NA,NA
Partial Superficial Parotidectomy Versus Extracapsular Anatomical Dissection for the Treatment of Benign Parotid Tumors,9982861,10.5644/ama2006-124.376,NA,NA,NA,NA
Morphometric Analysis of the Supraorbital Foramen and Notch in the Population of Bosnia and Herzegovina,9982859,10.5644/ama2006-124.377,NA,We thank all those who donated their bodies for scientific purposes and made it possible to conduct the present anatomical research.,NA,NA
Emphysematous Pyelonephritis with IgA-Dominant Infection-Related Glomerulonephritis: An Unusual Picture,9982857,10.5644/ama2006-124.371,NA,NA,NA,NA
Pseudohyponatremia Secondary to Hypercholesterolemia in the Setting of Intrahepatic Cholestasis due to Metastatic Liver Disease: A Case Report and Review of the Literature,9982855,10.5644/ama2006-124.381,NA,NA,NA,NA
The Potential of Cinnamon Extract (Cinnamomum burmanii) as Anti-insomnia Medication through Hypothalamus Pituitary Adrenal Axis Improvement in Rats,9982853,10.5644/ama2006-124.375,NA,NA,NA,NA
"Anatomic Variation of the Sciatic Nerve: A Study on the Prevalence, and Bifurcation Loci in Relation to the Piriformis and Popliteal Fossa",9982851,10.5644/ama2006-124.370,NA,"The authors are grateful to the management of Agbor Central Hospital, Delta State, Nigeria and the management of Niger Delta University, Bayelsa State, Nigeria, for making human bodies available in the Department of Human Anatomy, Niger Delta University, for our medical school for teaching and research.",NA,NA
Clopidogrel Resistance Among Ischemic Stroke Patients and Its Risk Factors in Indonesia,9982849,10.5644/ama2006-124.367,NA,The authors would like to thank Universitas Indonesia for funding this research through the PUTI Grant. contract number NKB-2282/UN2.RST/HKP.05.00/2020,NA,NA
Large Bowel Obstruction Secondary to Urinary Retention,9982847,10.5644/ama2006-124.372,NA,NA,NA,NA
"Economic, social and demographic impacts of drought on treatment adherence among people living with HIV in rural South Africa: A qualitative analysis",7614312,10.1016/j.crm.2022.100423,NA,The authors are grateful to the social science department at the Africa Health Research Institute (AHRI) for their support in the development of this piece of research.,"The research described in this article was funded by the Sussex Sustainability Research Programme, University of Sussex with grant number: SSRP2017-009. The Africa Health Research Institute research was funded in whole, or in part, by Wellcome [Grant number Wellcome Strategic Core award: 201433/Z/16/A]. For the purpose of open access, the author has applied a CC BY public copyright licence to any Author Accepted Manuscript version arising from this submission.",NA
"What About the Men? A Critical Review of Men’s Experiences of
Intimate Partner Violence",10009901,10.1177/15248380211043827,NA,NA,NA,NA
Trauma Informed Delinquency Interventions for Native Children,10009401,na,NA,NA,NA,NA
Why Govern Broken Tools?,10009392,na,NA,NA,NA,NA
Embed Multisectoral Governance Mechanisms in the Pandemic Instrument for One Health Action,10009389,na,NA,NA,NA,NA
Using the International Pandemic Instrument to Revitalize the Innovation Ecosystem for Antimicrobial R&D,10009383,na,NA,NA,NA,NA
Health Justice Through the Lens of Power,10009378,na,NA,NA,NA,NA
Stemming the Shadow Pandemic: Integrating Sociolegal Services in Contact Tracing and Beyond,10009374,na,NA,NA,NA,NA
Federalism’s Fallacy at the Forefront of Public Health Law,10009372,na,NA,"The authors thank Jennifer L. Piatt, J.D., Research Scholar, ASU Sandra Day O’Connor College of Law, for her review, edits, and comments to this manuscript.",NA,NA
Adopting a Global AMR Target within the Pandemic Instrument Will Act as a Catalyst for Action,10009368,na,NA,NA,NA,NA
Equitable Access to Antibiotics: A Core Element and Shared Global Responsibility for Pandemic Preparedness and Response,10009365,na,NA,NA,NA,NA
Efficacy and safety of therapeutic vs. prophylactic bemiparin in noncritically ill patients with COVID-19 pneumonia,10007736,10.1016/j.ejim.2022.01.031,NA,"The study has been funded by Laboratorios Farmacéuticos Rovi (Madrid, Spain)",NA,NA
Can the entorhinal cortex help distinguish healthy aging brains from pathological aging brains?,9999443,na,NA,NA,NA,NA
"Ecological Momentary Assessment: A Meta-Analysis on Designs, Samples, and Compliance Across Research Fields",9999286,na,NA,NA,NA,NA
Functional near infrared spectroscopy activation during an executive function task differs between healthy older and younger adults,9997178,na,NA,This research was funded in part by the Natural Sciences and Engineering Research Council Undergraduate Student Research Award and Natural Sciences and Engineering Research Council Discovery Grant.,NA,NA
Automatic analysis of muscular activity in the flexor digitorum superficialis muscles: a fast screening method for rapid eye movement sleep without atonia,9995778,na,NA,We would like to thank Heinz Hackner for excellent manual scoring of v-PSGs.,"This study was supported by the Austrian Science Fund (FWF), project I2120-B27.",NA
Soil contamination by Ancylostoma spp. and Toxocara spp. eggs in elementary school playgrounds in the extreme south of Brazil,9901864,10.1590/S1984-29612022003,NA,"This study was partially funded by the Coordination Office for Improvement of Higher-Education Personnel (Coordenação de Aperfeiçoamento de Pessoal de Nível Superior – Brasil, CAPES), under its finance code 001.",NA,NA
Human parasitism by the exotic tick Dermacentor variabilis (Parasitiformes: Ixodida) in Brazil: report of an imported case,9901861,10.1590/S1984-29612021093,NA,"The authors of this study gratefully acknowledge the financial support of FAPESP (São Paulo Research Foundation) (FAPESP Process No. 2019/03167-0, 2020/05987-1).",NA,NA
"First description of sarcoptic mange in a wild coati (Nasua narica), in Ecuador, and cooccurrence of canine distemper virus",9901857,10.1590/S1984-29612022002,NA,"We acknowledge the support of the Ministry of Environment of Ecuador (MEE) in the research of wildlife, to Cerro Blanco reserve for their collaboration and conservation efforts, to Mansion Mascota Veterinary Clinic’s workers and volunteers for their daily work, to Juan de Dios Morales from Wild Gye, and Julian Peréz, from Japu, for his help in coordination activities and, especially, to the field assistants Daniela Guaman and Nadia Chauca.",NA,NA
PROTOCOL: Social and behaviour change communication interventions for strengthening HIV prevention and research among adolescent girls and young women in low‐ and middle‐income countries: An evidence and gap map,8765670,na,NA,NA,NA,NA
PROTOCOL: Testing frequency and student achievement: A systematic review,8742135,na,NA,NA,NA,NA
Service learning for improving academic success in students in grade K to 12: A systematic review,8741202,na,NA,"Members of the review team at VIVE Campbell were: the research assistants Trine Piepgras Carstens, Maria Chabala Tilsted Mumba, Frederikke Sissel Blohm, Line Marie Toft Dyhr, and Frederikke Lykke Witthöft Schytt. Data from this review can be accessed at https://osf.io/v8ceq/. Note the files should be downloaded, in case the variable names do not show correctly.",NA,NA
"PROTOCOL: The effect of education programmes for improving knowledge of back health, ergonomics and postural behaviour in university students: A systematic review",8732980,na,NA,NA,NA,NA
Rural–Urban Differences: Using Finer Geographic Classifications to Reevaluate Distance and Choice of Health Services in Malawi,9995164,na,NA,NA,"Kaitlyn McBride was supported, in part, by the California Center for Population Research at UCLA (CCPR) with training support [T32HD007545] and core support [P2CHD041022] from the Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD). The content is solely the responsibility of the authors and does not necessarily represent the official views of the Eunice Kennedy Shriver National Institute of Child Health & Human Development or the National Institutes of Health.",NA
Bedside Assessment of the Kidneys and Bladder Using Point of Care Ultrasound,9994308,10.24908/pocus.v7iKidney.15347,NA,NA,NA,NA
Integrative Volume Status Assessment ,9994306,10.24908/pocus.v7iKidney.15023,NA,NA,NA,NA
Focused Cardiac Assessment in Kidney Care,9994304,10.24908/pocus.v7iKidney.14996,NA,"The authors would like to express their gratitude to Dr. Koratala for providing images for Figure 1, 2 & 4.",NA,NA
Nuts and Bolts of a POCUN Program,9994302,10.24908/pocus.v7iKidney.15346,NA,NA,NA,NA
Incidentalomas Among Healthy Nephrology Fellow Volunteers at POCUS Workshops: A Case Series ,9994300,10.24908/pocus.v7iKidney.14997,NA,NA,NA,NA
Nephrology Fellowship Clinician-Performed Ultrasound Curriculum,9994298,10.24908/pocus.v7iKidney.14980,NA,NA,NA,NA
Point of Care Ultrasound of the Hemodialysis Vascular Access,9994296,10.24908/pocus.v7iKidney.15348,NA,NA,NA,NA
Utility of Nephrologist-Performed Point of Care Ultrasonography in the Evaluation of Hyponatremia,9994294,10.24908/pocus.v7iKidney.15339,NA,NA,NA,NA
Machine Learning in Point of Care Ultrasound ,9994292,10.24908/pocus.v7iKidney.15345,NA,T. Campbell Arnold received support from the HHMI-NIBIB Interfaces Initiative (5T32EB009384-10). Ivan A. Kuznetsov acknowledges the fellowship support of the Paul and Daisy Soros Fellowship for New Americans and the NIH/National Institute of Mental Health (NIMH) Ruth L. Kirchstein NRSA (F30 MH122076-01). Momodou Lamin Sonko received support from the NIH/National Heart Lung and Blood Institute (R25-HL084665). We also would like to acknowledge the support of the University of Pennsylvania Emergency Medicine department. ,NA,NA
Point of Care Ultrasound Diagnosis of Pseudoaneurysm of an Upper Extremity Arteriovenous Dialysis Graft ,9994290,10.24908/pocus.v7iKidney.15021,NA,NA,NA,NA
Point of Care Ultrasonography to Monitor Decongestive Therapy in Heart Failure: Seeing is Believing ,9994287,10.24908/pocus.v7iKidney.15340,NA,NA,NA,NA
"Food insecurity among Finnish private service sector workers: validity, prevalence and determinants",9993037,10.1017/S1368980022000209,NA,"
Acknowledgements: We thank the Finnish Service Union United (PAM) for the collaboration and Service Union United members who completed the questionnaires used in the study. Financial support: This work was funded by The Finnish Work Environment Fund (ME grant number 210173) and Finnish Service Union United (PAM). Open access funded by Helsinki University Library. The funders had no role in study design, analysis or writing of this article. Conflict of interest: There are no conflicts of interest. Authorship: J.N., T.S., L.U., O.R. and M.E. were responsible for the conception and funding acquisition for the work; J.N. and M.E. designed and lead the work; H.M.W., J.N., T.N. and M.E. were responsible for acquisiton of data; H.M.W., J.N. and M.E. designed the statistical analysis; H.M.W. carried out analyses and drafted the manuscript; all authors reviewed and approved the final manuscript. Ethics of human subject participation: This study was conducted according to the guidelines laid down in the Declaration of Helsinki, and all procedures involving research study participants were approved by the The University of Helsinki Ethical Review Board in the Humanities and Social and Behavioral Sciences. Written informed consent was obtained from all participants.",NA,NA
"Prolonged air leak after video-assisted thoracic anatomical pulmonary resections: a clinical predicting model based on data from the Italian VATS group registry, a machine learning approach",9992572,10.21037/jtd-21-1484,NA,Funding: None.,NA,NA
Learning gain rather than learning loss during COVID-19: A proposal for reframing the narrative,9988590,na,NA,NA,NA,NA
Limited implementation of California’s Healthy Default Beverage law for children’s meals sold online,9991827,10.1017/S1368980022000039,NA,"
Acknowledgements: The authors would like to thank Kaela Plank, Temika Green and Jorge Contreras for their assistance collecting study data. Financial support: This study was conducted as part of a contract with the California Department of Public Health with funding from USDA SNAP-Ed. These institutions are equal opportunity providers and employers. The views expressed are those of the authors and not necessarily those of the funders. The California Department of Public Health had no role in the design, analysis or writing of this article. Conflicts of interest: There are no conflicts of interest. Authorship: G.W.L. and A.M. formulated the research questions and designed the study. A.M., R.S. and S.S. collected study data. H.R.T. further refined the research questions and developed and executed the data analysis strategy with input from G.W.L., A.M. and R.S. R.S. drafted the manuscript introduction and H.R.T. prepared the draft tables and draft manuscript. G.W.L., A.M., R.S. and S.S. provided substantive edits and feedback on the manuscript. Ethics of human subject participation: This study did not involve Human Subjects Research.",NA,NA
Online breast-feeding support groups as a community asset in Lebanon after Beirut explosion,9991805,10.1017/S1368980022000295,NA,Acknowledgements: None.,NA,NA
Disclosure of funding sources and conflicts of interest in evidence underpinning vitamin D and calcium recommendations in bone health guidelines,9991793,10.1017/S1368980022000246,NA,"Financial support: This work was funded Australian National Health and Medical Research Council (NHMRC) project grant APP1139997 (Bero). The funding source played no role in the conceptualisation, design, analytical methods, data interpretation, reporting of the manuscript or publication decisions. SM is a PhD student funded by the Country Women’s Association (NSW) and Edna Winifred Blackman Postgraduate Research Scholarship.","Our findings show that a large proportion of studies about vitamin D and/or Ca interventions receive government funding. This is encouraging as it challenges notions that government does not adequately fund nutrition research and that nutrition research must rely on industry funding(28). However, the pharmaceutical industry was found to be the main source of commercial funding and author COI. This is problematic for two reasons. First, pharmaceutical industry funding might stimulate researchers to study pharmaceutical interventions rather than food- or sun-based interventions. Thus, the pharmaceutical industry could be driving the bone health research agenda, and subsequent guideline recommendations, by producing an evidence base that is oriented towards supplementation(25). Second, there is existing concern around a focus on supplementation in relation to overprescribing and over testing(9,29–32). For instance, the International Osteoporosis Foundation partnered with DSM, a multi-corporation of health, nutrition and materials and identified a global need for vitamin D supplementation based on claims of widespread deficiency(9,33).",NA
"Breast-feeding, rapid growth in the first year of life and excess weight at the age of 2 years: the 3D Cohort Study",9991789,10.1017/S1368980022000015,NA,"Acknowledgements: The authors are grateful to the 3D Cohort Study participants who diligently took part in the postnatal data collection rounds, and to the 3D Cohort Study researchers and staff who ensured the integrity of data collection and coding. The authors would also like to thank Robert Sullivan for his assistance with manuscript editing. Financial support: This work was supported by the Canadian Institutes of Health Research (CIHR) (L.D., grant number MOP 133422), (W.D.F., grant number CRI 88413). CIHR had no role in the design, analysis or writing of this article. Authorship: L.D. designed the current study, directed the analyses and interpretation of data, and had primary responsibility for final content. C.F. was responsible for all statistical analyses. B.B. and L.D. wrote the manuscript. Y.Y., Z.C.L., I.M. and W.D.F. contributed to study design and results interpretation. W.D.F., Z.C.L., I.M. and L.D. contributed to funding acquisition, methodology and data collection of the 3D Cohort Study. All authors made critical revisions to the text and approved the manuscript submitted for publication. Ethics of human subject participation: This study was conducted according to the guidelines laid down in the Declaration of Helsinki and all procedures involving research study participants were approved by the research ethics committee at the coordinating center at Sainte-Justine University Hospital in Montreal, as well as academic and hospital ethics committees at all participating study sites. Written informed consent was obtained from the participants (mothers consented for themselves and on behalf of their children).",NA,NA
Beyond food swamps and food deserts: exploring urban Australian food retail environment typologies,9991784,10.1017/S136898002200009X,NA,"
Acknowledgements: The current study was partially supported by a VicHealth Innovation Grant (IR27123) as part of a wider and related research project although separate from the current study. Needham, Allender and Orellana are researchers with the National Health and Medical Research Council (NHMRC) funded Centre of Research Excellence in Food Retail Environments for Health (RE-FRESH) (APP1152968). Financial support: No financial support was provided for the current study. Conflicts of interest: No conflicts of interest declared. Authorship: The lead author (C.N.) developed the research questions; collected and prepared data for analysis; undertook analysis of the data and interpreted results and wrote the final manuscript incorporating feedback from all authors. L.O. assisted with data preparation and analysis and assisted with interpretation of the results. L.O., C.S. and S.A. contributed to the refinement of the research idea/question; provided intellectual guidance on the preparation of results, recommendations and key findings; reviewed and provided significant feedback on the manuscript and approved the final manuscript. Ethics of human subject participation: The current study was conducted according to the guidelines laid down in the Declaration of Helsinki and an exemption for Ethics Review was granted for research undertaken by the Deakin University Human Research Ethics committee (reference number 2018-310) on 19 December 2018. The exemption was sought for two reasons accorded to the Australian National Statement on Ethical Conduct in Human Research: (1) Food environment data collected is publicly available and information not relating to humans and (2) The Victorian Population Health Survey data contain de-identified information, and methods and questionnaire content had previously received ethics approval by the Victorian Government, Department of Health/and Human Services’ Human Research Ethics Committee.",NA,NA
An analysis of food and beverage advertising on bus shelters in a deprived area of Northern England,9991712,10.1017/S1368980021005048,NA,"
Acknowledgements: The authors gratefully acknowledge the contribution of Callum Bradford to the validation of data for this study, and to Bethan Fishpool and Julie Brown for their support with data collection. Financial support: This work forms part of A.F.’s PhD which is supported by a NWSSDTP case studentship. A.L., H.M. and C.O’M. received internship funding at Teeside University which supported the contribution of T.A. to this project. Conflict of interest: There are no conflicts of interest. Authorship: The authors’ responsibilities were as follows: conceptualisation, S.L., A.L., H.J.M., C.O’M. and E.J.B.; methodology, S.L., A.L., M.G. and E.J.B.; data collection, S.L., M.F. and T.A., data validation, T.A. and A.H.F.; formal analysis, A.H.F. and T.A.; drafting manuscript, A.H.F. and T.A.; project administration, S.L., A.L., H.J.M., C.O’M., M.F. and E.J.B.; funding acquisition, A.L., H.J.M., C.O’M. and E.J.B.; supervision of research activity, S.L., A.L., H.J.M., C.O’M., M.F. and E.J.B.; all authors provided a critical review of, and approved, the final manuscript. Ethics of human subject participation: No human participants were used in this study",NA,NA
Coffee and caffeine intake in relation to symptoms of psychological disorders among adults,9991700,10.1017/S1368980022000271,NA,"Acknowledgements: The authors thank the participants of SEPAHAN project and authorities of Isfahan University of Medical Sciences for their excellent cooperation. Financial support: This study was financially supported by a grant from National Institute for Medical Research Development (grant no. 996007). Authorship: S.N.-M. is a Master’s student at the Department of Community Nutrition, School of Nutritional Sciences and Dietetics, Tehran University of Medical Sciences, Tehran, Iran. She is interested in investigating diet–disease associations. A.S.-M. is a PhD Candidate at the Department of Community Nutrition, School of Nutritional Sciences and Dietetics, Tehran University of Medical Sciences, Tehran, Iran. She is interested in investigating diet–disease associations, especially in the ﬁeld of mental well-being. A.H.K. is a PhD Candidate at the Department of Medicine, University of Alberta, Edmonton, Canada. H.A. is a Professor (full) at the Psychosomatic Research Center, Department of Psychiatry, Isfahan University of Medical Sciences, Isfahan, Iran. A.E. is a Professor (full) at the Department of Community Nutrition, School of Nutritional Sciences and Dietetics, Tehran University of Medical Sciences, Tehran, Iran. His research interest is to develop and validate dietary strategies that effectively protect against obesity-associated chronic conditions, including metabolic syndrome, CVD, gastrointestinal disease, psychological disorders and different types of cancer. P.A. is a Professor (full) of Medicine in the ﬁeld gastroenterology at the Department of Internal Medicine, Isfahan University of Medical Sciences, Isfahan, Iran. Ethics of human subject participation: This study was conducted according to the guidelines laid down in the Declaration of Helsinki, and all procedures involving research study participants were approved by the Regional Bioethics Committee of Isfahan University of Medical Sciences in July 2012. Written informed consent was obtained from all patients.",NA,NA
Wrangle with hypertension: lowered salt intake may not compromise iodine status among tribes of Central India,9991687,10.1017/S1368980022000131,NA,"
Acknowledgements: We express our sincere gratitude to Dr. G. S. Toteja for his continuous support and guidance during project work. Financial support: This work was supported by Indian Council of Medical Research [No. 5/9/7/TF/Salt C.(2)/2010 – RHN dated 18-07-2012]. Conflict of interest: None of the authors have any conflict of interest. Authorship: T.C. conceived the project. T.C. and A.K. implemented the project. S.S. and A.K. analysed the data. All authors contributed intellectually to the manuscript. Ethics of human subject participation: ‘This study was conducted according to the guidelines laid down in the Declaration of Helsinki and all procedures involving research study participants were approved by the “Institutional Ethics Committee” of ICMR-NIRTH Jabalpur. Written informed consent was obtained from all participants’.",NA,NA
Association of Dietary Approaches to Stop Hypertension diet and Mediterranean diet with blood pressure in less-developed ethnic minority regions,9991676,10.1017/S1368980022000106,NA,"Acknowledgements: This study was supported by the National Key Research and Development Program of China (Grant No. 2017YFC0907302). We are grateful to all team members and participants for their sustained commitment to the CMEC. We extraordinarily appreciate Prof. Xiaosong Li at Sichuan University for his leadership and fundamental contribution to the establishment of the CMEC. As the former principal investigator of the CMEC study, Prof. Li passed away in 2019 and will remain in our mind forever. Financial support: The CMEC study was funded by the National Key Research and Development Program of China (Grant No. 2017YFC0907302). XX was supported by the National Natural Science Foundation of China (Grant No. 81903415), the Key R&D Project of Sichuan Province Science and Technology Support Program (Grant No. 2020YFS0215) and CNS-ZD Tizhi and Health Fund (Grant No. CNS-ZD2020–149). XZ was supported by the National Natural Science Foundation of China (Grant No. 81773548, 81973151) and Key R&D Project of Sichuan Province Science and Technology Support Program (Grant No. 2020JDJQ0014). Authorship: S.D., X.X. and C.X. designed the study. S.D., X.X., D.T. and X.W. analysed data. S.D., X.X., C.X., Y.J., Z.Q. and J.M. drafted the manuscript. S.D., X.X., H.Z., P.Z., Q.N., D.Q. and X.Z. interpreted the results, critically reviewed and edited the manuscript. A critically revised the manuscript. All gave final approval and agree to be accountable for all aspects of work ensuring integrity and accuracy. Ethics of human subject participation: This study was conducted according to the guidelines laid down in the Declaration of Helsinki, and all procedures involving research study participants were approved by the Sichuan University Medical Ethical Review Board (K2016038). All of the participants provided written informed consent prior to data collection.",NA,NA
"Short sleep and social jetlag are associated with higher intakes of non-milk extrinsic sugars, and social jetlag is associated with lower fibre intakes in those with adequate sleep duration: a cross-sectional analysis from the National Diet and Nutrition Survey Rolling Programme (Years 1–9)",9991673,10.1017/S1368980022000167,NA,This paper uses data from the National Diet and Nutrition Survey (NDNS) Rolling Programme. The NDNS is supported by Public Health England and the UK Food Standards Agency.,NA,NA
Sintra Grows Healthy: development and implementation of a food literacy curriculum for primary schools,9991672,10.1017/S1368980022000180,NA,"
Acknowledgements: We would like to acknowledge the school community for their involvement and crucial role in Sintra Grows Healthy. Also, we are grateful to Paulo Nogueira, Marcos Onofre, João Martins, Ana Raposo and António Pereira (Members of the Sintra Grows Healthy Consortium) for their role in the development and support of the project. Financial Support: Sintra Grows Healthy is funded by the Municipality of Sintra (7819008155) and was co-funded by Gulbenkian Academies of Knowledge, Calouste Gulbenkian Foundation (231980). Conflict of interest: There are no conflicts of interest. Authorship: T.N., R.J.F., R.B. and J.S. contributed to the initial design. T.N. and R.J.F. coordinate the study implementation, fieldwork, data collection and methodological and operational adjustments. T.N., R.J.F., M.S. and V.D.S. developed, implemented, reviewed, and updated manual. T.N., R.J.F., M.S., V.D.S. and M.L.P. collected the process evaluation data. All authors contributed to further discussion and critically revised the manuscript. All authors read and approved the final manuscript. Ethics of human subject participation: This study was conducted according to the guidelines laid down in the Declaration of Helsinki and all procedures involving research study participants were approved by the Lisbon Academic Medical Centre ethics committee (401/17), the National Data Protection Commission (11468/2017) and the Ethics Boards of each participating school. Written informed consent was obtained from the children’s legal guardian.",NA,NA
Comparison of dietary share of ultra-processed foods assessed with a FFQ against a 24-h dietary recall in adults: results from KNHANES 2016,9991629,10.1017/S1368980022000179,NA,"
Acknowledgements: The authors would like to thank all the participants and colleagues for their contribution to this study. Financial support: This work was supported by the Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Education (No. 2021R1A6A1A03044501) and Hallym University (HRF-202003–008). The funders had no role in the design, analysis or writing of this article. Conflict of interest: There are no conflicts of interest. Authorship: S. J.: Data curation, formal analysis, writing – original draft preparation, writing – reviewing and editing; S. P.: conceptualisation, methodology, writing – reviewing and editing, supervision; J. Y. K.: data curation and methodology. All gave final approval and agreed to be accountable for all aspects of ensuring integrity and accuracy. Ethics of human subject participation: Based on the Bioethics and Safety Act, the 2016 KNHANES was exempted from a review of research ethics between 2014 and 2017. All participants gave written informed consent before participation in the survey since 1998, and all survey data were anonymised before analysis.",NA,NA
What are the benefits and risks of nutrition policy actions to reduce added sugar consumption? An Australian case study,9991626,10.1017/S1368980022000234,NA,"
Acknowledgements: The authors thank Dr Rebecca Lindberg for her valuable input and advice on the final manuscript for this study. Financial support: The present review was funded by an Australian Government Research Training Scholarship. The funder of the research had no involvement in any aspect of the study. Conflict of interest: C.R., P.B. and C.G. have no conflicts of interest to declare. M.L. is a member of the FSANZ Board, the views expressed in this paper do not necessarily represent the views, decisions or policies of the FSANZ Board. Authorship: The research question and the study design of the project were formulated through discussions between all authors. C.R. undertook this research project as part of a PhD thesis, including the data collection, analysis and manuscript preparation. P.B., M.L. and C.G. were active supervisors on this work, including providing methodological and philosophical expertise, interpretation of results, critical review and revision of the manuscript. Ethics of human subject participation: This study was conducted according to the guidelines laid down in the Declaration of Helsinki, and all procedures involving research study participants were approved by the Deakin University Human Research Ethics Committee (HEAG-H 11_2020). Written informed consent was obtained from all subjects/patients.",NA,NA
